gwcode,year,date,itt_alleg_vtall,itt_alleg_vtcriminal,itt_alleg_vtdissident,itt_alleg_vtmarginalized,itt_alleg_vtpow,itt_alleg_vtstateagent,itt_alleg_vtunst,itt_LoTUnknown,itt_LoTCriminal,itt_LoTDissident,itt_LoTMarginalized,itt_LoTStateAgent,itt_RstrctAccess,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG,pop,ln_NY.GDP.MKTP.KD,norm_ln_NY.GDP.MKTP.KD,norm_ln_pop,v2x_elecoff,v2xel_frefair,v2asuffrage,v2x_jucon,v2xlg_legcon,v2clacjust,v2clsocgrp,v2pepwrses,v2pepwrsoc,regime,dd_democracy,LJI,post.sd,ht_colonial,mrs_legalsys,epr_groups,epr_elf,epr_excluded_groups_count,epr_excluded_group_pop,epr_inpower_groups_count,epr_inpower_groups_pop,epr_regaut_groups_count,epr_regaut_group_pop,norm_ln1p_epr_excluded_groups_count,norm_sqrt_epr_excluded_group_pop,internal_confl,internal_confl_major,internal_confl_minor,internal_confl_part,internal_confl_part_major,internal_confl_part_minor,war,war_major,war_minor,any_conflict,any_conflict_major,any_conflict_minor,ext_conf,ext_conf_major,ext_conf_minor,gtd_events,gtd_killed,ccp_torture,ccp_prerel,ccp_habcorp,ccp_dueproc,ccp_speedtri,gmfd_functionallyfree,igo_n,igo_total,igo_p,NE.TRD.GNFS.ZS,norm_ln_NE.TRD.GNFS.ZS,hro_n,hro_secloc,year_poly1,year_poly2,yy_Unknown,yy_Criminal,yy_Dissident,yy_Marginalized,yy_StateAgent
140,1998,1998-01-01,45,25,2,9,0,1,8,Systematic,Systematic,Widespread,Routinely,No Allegations,1,1471.21254787258,0.3383561792701607,8645.513396861998,-1.2097131353197443,170170.64,7.293842202259028,1.7879868777184504,1.921377987536463,1,0.9236376089963043,1,0.7833570885118919,0.8278598637100728,0.2263856016413372,0.9526242733732446,0.7113952962706098,1.1592556486369472,Presidential democracy,1,0.5321,0.0509,Portuguese,Civil,3,0.49411600000000006,2,0.454,1,0.54,0,0,0.20140559093179905,1.5001839046134406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,84,337,0.24925816023738873,16.4385849312059,-2.109031902243789,71,3,-0.01555836430457982,-0.01664554306119519,TRUE,TRUE,TRUE,FALSE,FALSE
140,1999,1999-01-01,72,34,1,18,0,2,17,Widespread,Widespread,No Allegations,Routinely,No Allegations,1,1478.11351436566,0.46906658749334684,8555.915670258291,-1.0363494044925874,172759.243,7.298521901242098,1.7902397017348686,1.9320699787069746,1,0.9236376089963043,1,0.7833570885118919,0.8278598637100728,0.2263856016413372,0.9526242733732446,0.7113952962706098,1.1592556486369472,Presidential democracy,1,0.5326,0.0518,Portuguese,Civil,3,0.49411600000000006,2,0.454,1,0.54,0,0,0.20140559093179905,1.5001839046134406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,86,330,0.2606060606060606,20.9821664782285,-1.7336416258714116,73,3,-0.007811750498621271,-0.02498464437948353,TRUE,TRUE,FALSE,FALSE,FALSE
140,2000,2000-01-01,51,30,0,7,0,1,13,Systematic,Systematic,No Allegations,Routinely,No Allegations,1,1538.90069968693,4.112484239571894,8779.29079876563,2.6107682347060357,175287.587,7.338823609136627,1.8096410896822397,1.94235952779453,1,0.9258978438510234,1,0.7833570885118919,0.8278598637100728,0.2263856016413372,0.9526242733732446,0.7113952962706098,1.1592556486369472,Presidential democracy,1,0.5357,0.0535,Portuguese,Civil,3,0.49411600000000006,2,0.454,1,0.54,0,0,0.20140559093179905,1.5001839046134406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,87,330,0.2636363636363636,22.6397613567941,-1.6166830848436315,73,3,-6.513669266272089e-5,-0.027773657456082283,TRUE,TRUE,FALSE,FALSE,FALSE
140,2001,2001-01-01,55,34,1,6,0,2,12,Systematic,Systematic,No Allegations,Systematic,No Allegations,0,1560.18111143925,1.38283202786569,8777.357134233305,-0.022025293120458415,177750.67,7.3525571905812805,1.8162524854625837,1.9522417484527912,1,0.9258978438510234,1,0.7833570885118919,0.8278598637100728,0.2263856016413372,0.9526242733732446,0.7113952962706098,1.1592556486369472,Presidential democracy,1,0.5362,0.053900000000000003,Portuguese,Civil,3,0.49411600000000006,2,0.454,1,0.54,0,0,0.20140559093179905,1.5001839046134406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,1,87,323,0.2693498452012384,26.936285022064,-1.34939141505863,74.6666666666665,3,0.007681477113295828,-0.025012582290991466,TRUE,TRUE,FALSE,TRUE,FALSE
140,2002,2002-01-01,27,14,1,6,0,0,6,Systematic,Systematic,No Allegations,"Allegation, No LoT",No Allegations,0,1607.82929991086,3.0540164934861425,8924.896961371427,1.6809140255064865,180151.021,7.38264028733203,1.8307345970457214,1.961741401363007,1,0.9319740421818187,1,0.7833570885118919,0.838362290832862,0.4929151845371461,1.1215507174746218,0.7113952962706098,1.1592556486369472,Presidential democracy,1,0.5327,0.0534,Portuguese,Civil,3,0.49411600000000006,2,0.454,1,0.54,0,0,0.20140559093179905,1.5001839046134406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,86,327,0.26299694189602446,27.6183574022309,-1.3109259825971564,76.3333333333335,3,0.015428090919254378,-0.016701418884211068,TRUE,TRUE,FALSE,FALSE,FALSE
140,2003,2003-01-01,20,12,1,5,0,0,2,Systematic,Systematic,Several,"Allegation, No LoT",No Allegations,0,1626.15673497079,1.1398868686461943,8911.319511974785,-0.15213004088907198,182482.149,7.393974678433217,1.8361910139171072,1.9708467127061895,1,0.9282900820142267,1,0.7833570885118919,0.8596386892623308,0.742462434676266,1.1215507174746218,0.8057401631635568,1.1592556486369472,Presidential democracy,1,0.5311,0.0549,Portuguese,Civil,3,0.49411600000000006,1,0.004,2,0.99,0,0,-0.3462452429070089,-0.8787386577121483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,88,327,0.2691131498470948,28.1403847231593,-1.2821226861888764,NA,NA,0.023174704725212932,-0.0028401672357411,TRUE,TRUE,FALSE,FALSE,FALSE
140,2004,2004-01-01,24,13,0,8,0,0,3,Widespread,Systematic,No Allegations,No Allegations,No Allegations,0,1719.8951025523502,5.764411607177818,9309.892055894232,4.472654620719814,184738.458,7.450018581059554,1.8631707513461968,1.9795496773783439,1,0.9282900820142267,1,0.7833570885118919,0.8596386892623308,0.742462434676266,1.1215507174746218,0.8153228257655267,1.1592556486369472,Presidential democracy,1,0.5267,0.053900000000000003,Portuguese,Civil,3,0.49411600000000006,1,0.004,2,0.99,0,0,-0.3462452429070089,-0.8787386577121483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,89,327,0.27217125382262997,29.6782524787535,-1.20027567475138,NA,3,0.03092131853117148,0.01657117265441845,TRUE,TRUE,FALSE,FALSE,FALSE
140,2005,2005-01-01,29,9,0,13,0,0,7,Systematic,Systematic,No Allegations,Systematic,No Allegations,1,1774.87093226827,3.196464111929557,9495.484650397295,1.9934988868701395,186917.361,7.481482985050651,1.8783178292308773,1.9878537695202163,1,0.9421788032942481,1,0.881827386285183,0.8870588487082114,1.0320999473196102,0.6946842213654394,0.8153228257655267,1.1592556486369472,Presidential democracy,1,0.5259,0.0535,Portuguese,Civil,3,0.49411600000000006,1,0.004,2,0.99,0,0,-0.3462452429070089,-0.8787386577121483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,92,324,0.2839506172839506,27.0867952089385,-1.3408203080907606,NA,3,0.038667932337130034,0.041532600786267575,TRUE,TRUE,FALSE,TRUE,FALSE
145,1995,1995-01-01,19,0,16,2,0,0,1,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,11.383339904468,4.678272585774766,1504.3967440117335,2.632867323117214,7566.714,2.4321508746077907,-0.5524489116277511,-0.28330078569936273,1,0.8779291599664029,1,0.5649092963674572,0.526220835907521,0.376419973743632,0.2811463653191385,1.0127183604989953,0.33496079561399084,Presidential democracy,1,0.6146,0.0537,Spanish,Civil,4,0.3276,2,0.33999999999999997,2,0.6599999999999999,3,0.97,0.20140559093179905,1.1467837424427043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,66,323,0.2043343653250774,49.7379857027158,-0.40600756023442974,38,1,-0.03879820572245547,0.041672290343807275,FALSE,FALSE,FALSE,FALSE,FALSE
145,1996,1996-01-01,11,1,2,3,0,3,2,Several,No Allegations,No Allegations,No Allegations,No Allegations,0,11.8798064091738,4.3613430581207036,1539.3448852390356,2.323066795139883,7717.443,2.4748400182776344,-0.5318982034630447,-0.2693319685952891,1,0.8779291599664029,1,0.5649092963674572,0.526220835907521,0.376419973743632,0.2811463653191385,1.0127183604989953,0.33496079561399084,Presidential democracy,1,0.6346,0.0547,Spanish,Civil,4,0.3276,2,0.33999999999999997,2,0.6599999999999999,3,0.97,0.20140559093179905,1.1467837424427043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,65,325,0.2,49.8562911066617,-0.40235313026475017,41,1,-0.031051591916496923,0.01668292430045021,FALSE,FALSE,FALSE,FALSE,FALSE
145,1997,1997-01-01,10,2,4,1,0,1,2,Several,No Allegations,No Allegations,No Allegations,No Allegations,0,12.4683568169483,4.954208742997788,1584.1172041599418,2.9085307230519524,7870.855,2.5231939801151158,-0.5086204313433994,-0.2553919010628929,1,0.9001462251899073,1,0.5578144418254465,0.6617609247256617,0.376419973743632,0.2811463653191385,1.0127183604989953,0.33496079561399084,Presidential democracy,1,0.6447,0.0535,Spanish,Civil,4,0.3276,2,0.33999999999999997,2,0.6599999999999999,3,0.97,0.20140559093179905,1.1467837424427043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,0,0,1,68,328,0.2073170731707317,50.4696634073311,-0.383544138782008,44,1,-0.02330497811053837,-0.002756353501217277,FALSE,FALSE,FALSE,FALSE,FALSE
145,1998,1998-01-01,12,1,5,3,0,3,0,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,No Allegations,0,13.0954344119384,5.0293523372519395,1631.5748806277998,2.995843763531674,8026.254,2.5722636512878916,-0.4849981141610995,-0.24154558868399317,1,0.9001462251899073,1,0.5578144418254465,0.6617609247256617,0.376419973743632,0.2811463653191385,1.0127183604989953,0.33496079561399084,Presidential democracy,1,0.6475,0.0556,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,71,337,0.21068249258160238,52.2811617688536,-0.32930074322066977,45,1,-0.01555836430457982,-0.01664554306119519,FALSE,FALSE,FALSE,FALSE,FALSE
145,1999,1999-01-01,12,1,3,3,1,2,2,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,13.1513374564676,0.4268895767080152,1607.2101103482073,-1.4933283521879999,8182.712,2.576523461168062,-0.48294742627751114,-0.22787314398775918,1,0.9001462251899073,1,0.5578144418254465,0.6617609247256617,0.376419973743632,0.2811463653191385,1.0127183604989953,0.33496079561399084,Presidential democracy,1,0.6404,0.0529,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,71,330,0.21515151515151515,44.1682546423174,-0.5886909463245681,46,1,-0.007811750498621271,-0.02498464437948353,FALSE,FALSE,FALSE,FALSE,FALSE
145,2000,2000-01-01,27,4,10,8,0,1,4,Widespread,No Allegations,No Allegations,No Allegations,No Allegations,0,13.4811476905693,2.507807553364125,1616.5391560764344,0.5804496666715194,8339.512,2.6012922421098836,-0.47102364554610016,-0.21443062015931047,1,0.9001462251899073,1,0.5578144418254465,0.6850724083174486,0.376419973743632,0.2811463653191385,1.4122893686306037,0.33496079561399084,Presidential democracy,1,0.6261,0.053,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,72,330,0.21818181818181817,45.5977751096643,-0.5396945299341048,49,1,-6.513669266272089e-5,-0.027773657456082283,TRUE,FALSE,FALSE,FALSE,FALSE
145,2001,2001-01-01,22,3,5,6,0,3,5,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,13.7081433819739,1.683800939020899,1613.4108230832444,-0.1935203970427133,8496.375,2.6179900636872993,-0.4629852538445066,-0.2012332528039452,1,0.9001462251899073,1,0.5578144418254465,0.6850724083174486,0.376419973743632,0.2811463653191385,1.4122893686306037,0.6119290958814569,Presidential democracy,1,0.6159,0.0537,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,74,323,0.22910216718266255,45.2278213515973,-0.5522256769678578,49.3333333333334,1,0.007681477113295828,-0.025012582290991466,FALSE,FALSE,FALSE,FALSE,FALSE
145,2002,2002-01-01,10,2,4,1,0,2,1,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,14.0488681750683,2.485564847114532,1623.5187866736273,0.6264965776705607,8653.345,2.64254183560023,-0.45116594204450217,-0.1882685675899081,1,0.8770727700110021,1,0.5578144418254465,0.6850724083174486,0.376419973743632,0.2811463653191385,1.4122893686306037,0.6119290958814569,Presidential democracy,1,0.6051,0.0541,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,72,327,0.22018348623853212,49.350260466538,-0.41804553374472647,49.6666666666666,1,0.015428090919254378,-0.016701418884211068,FALSE,FALSE,FALSE,FALSE,FALSE
145,2003,2003-01-01,0,0,0,0,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,14.4297808567853,2.7113407070968347,1637.808510466618,0.8801699068889928,8810.42,2.6692941860304957,-0.43828726378699656,-0.17552851780719939,1,0.8670179446591283,1,0.5620016492217478,0.7653525315717522,0.376419973743632,0.2811463653191385,1.4122893686306037,0.6119290958814569,Presidential democracy,1,0.5921,0.0556,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,73,327,0.22324159021406728,51.9678351389575,-0.33854721331979953,50,1,0.023174704725212932,-0.0028401672357411,FALSE,FALSE,FALSE,FALSE,FALSE
145,2004,2004-01-01,1,0,0,1,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,15.0319780813865,4.173294318035534,1676.227946523712,2.345783149346823,8967.741,2.710179803979879,-0.4186047794272787,-0.16299417917374845,1,0.8670179446591283,1,0.5823027293339357,0.735202868274696,0.376419973743632,0.2811463653191385,1.4122893686306037,0.6119290958814569,Presidential democracy,1,0.5715,0.0566,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,77,327,0.23547400611620795,57.4642663162886,-0.1838968666101244,NA,1,0.03092131853117148,0.01657117265441845,FALSE,FALSE,FALSE,FALSE,FALSE
145,2005,2005-01-01,0,0,0,0,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,15.6966071864403,4.421434766970452,1720.0990318834258,2.6172505625321993,9125.409,2.75344458622619,-0.3977769567698382,-0.15065089884967325,1,0.8624536795569465,1,0.5672351654866452,0.7314142780187001,0.376419973743632,0.2811463653191385,1.531233719172317,0.4691620095244384,Presidential democracy,1,0.5523,0.0567,Spanish,Civil,4,0.3276,3,0.59,1,0.41,2,0.56,0.5899700412584724,1.8676862558572986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,77,324,0.23765432098765432,67.6419424916322,0.06693334532237198,NA,1,0.038667932337130034,0.041532600786267575,FALSE,FALSE,FALSE,FALSE,FALSE
150,1995,1995-01-01,11,2,4,3,0,1,1,Routinely,Routinely,No Allegations,Increased/Worsening,No Allegations,0,13.985360485569,6.8228078193575445,2937.576375136583,4.363068422569779,4760.85,2.6380111029086986,-0.45334705314937845,-0.6114362340300143,1,0.5623478415029624,1,0.6077276524819388,0.6621908356256321,-0.7636447736160197,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.5405,0.0554,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,1,63,323,0.19504643962848298,118.064074196549,0.9237222698467736,40,0,-0.03879820572245547,0.041672290343807275,FALSE,FALSE,FALSE,FALSE,FALSE
150,1996,1996-01-01,10,3,1,3,0,3,0,Systematic,No Allegations,No Allegations,Improved,No Allegations,0,14.205460613319,1.573789449168032,2916.5167455231226,-0.7169049217479914,4870.694,2.6536264409204566,-0.44582977295151915,-0.5952818843248543,1,0.5754594647154103,1,0.6077276524819388,0.6621908356256321,-0.7636447736160197,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.57,0.0568,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,62,325,0.19076923076923077,103.035267206036,0.7142837773412031,43,0,-0.031051591916496923,0.01668292430045021,TRUE,FALSE,FALSE,FALSE,FALSE
150,1997,1997-01-01,11,3,0,5,0,0,3,No Allegations,No Allegations,No Allegations,Continued,Routinely,0,14.8081288654059,4.24251116167144,2973.3144669135104,1.9474505496178875,4980.344,2.695176277651341,-0.4258275312679786,-0.579515402228717,1,0.5845770374551941,1,0.6077276524819388,0.6621908356256321,-0.747238512069168,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.5616,0.0562,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,1,63,328,0.19207317073170732,95.9342762479745,0.6044423713782431,46,0,-0.02330497811053837,-0.002756353501217277,FALSE,FALSE,FALSE,FALSE,FALSE
150,1998,1998-01-01,7,1,0,2,0,4,0,No Allegations,Routinely,No Allegations,Routinely,Routinely,0,14.8182035945183,0.06803512586884758,2911.633127971827,-2.0744976566744575,5089.31,2.6958563975760317,-0.42550011907631186,-0.5641874676883858,1,0.6050732641495098,1,0.6077276524819388,0.6621908356256321,-0.7687812788963782,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.5228,0.0534,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,64,337,0.18991097922848665,101.606320138559,0.6928015878330873,43,0,-0.01555836430457982,-0.01664554306119519,FALSE,FALSE,FALSE,FALSE,FALSE
150,1999,1999-01-01,1,0,0,0,0,0,1,No Allegations,Systematic,No Allegations,Systematic,Routinely,0,14.6157763772109,-1.3660712380971989,2812.382828040998,-3.408750195116936,5196.937,2.6821015190962436,-0.4321217673263987,-0.5493667116213667,1,0.6050732641495098,1,0.6105298052604179,0.6621908356256321,-0.7180734167918801,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.5092,0.0571,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,63,330,0.19090909090909092,77.5552756906357,0.27730481004249635,40,0,-0.007811750498621271,-0.02498464437948353,FALSE,TRUE,FALSE,TRUE,FALSE
150,2000,2000-01-01,39,13,3,14,0,8,1,"Allegation, No LoT",Systematic,No Allegations,Systematic,Routinely,0,14.277545968157,-2.3141460318267653,2692.5049443032794,-4.262502335829616,5302.7,2.6586880911739708,-0.4433930762120326,-0.5350986692752636,1,0.6050732641495098,1,0.6592068096461543,0.6621908356256321,-0.6896173650046434,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.5041,0.0584,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,64,330,0.19393939393939394,78.6447297611485,0.29876255914330146,40,0,-6.513669266272089e-5,-0.027773657456082283,FALSE,TRUE,FALSE,TRUE,FALSE
150,2001,2001-01-01,44,21,0,21,0,2,0,Systematic,Routinely,Routinely,Increased/Worsening,Routinely,0,14.1584629669553,-0.834057907901605,2618.7252834588276,-2.740186642945732,5406.624,2.6503125348424588,-0.4474250993235094,-0.5213532607190507,1,0.6050732641495098,1,0.6592068096461543,0.6621908356256321,-0.6744345647776493,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.4913,0.0582,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,66,323,0.2043343653250774,72.6056990118238,0.17586286317597088,40.6666666666667,0,0.007681477113295828,-0.025012582290991466,TRUE,FALSE,FALSE,FALSE,FALSE
150,2002,2002-01-01,8,2,3,0,0,2,1,Systematic,Systematic,Several,Systematic,Widespread,0,14.1554327762627,-0.021401974915444346,2569.691847230218,-1.872416191890344,5508.611,2.6500984921878095,-0.44752814023162685,-0.5081185458533873,1,0.6050732641495098,1,0.6592068096461543,0.6621908356256321,-0.6744345647776493,-0.7597142856574545,-0.33322032688686265,-0.8727150166706867,Presidential democracy,1,0.4771,0.0605,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,67,327,0.20489296636085627,79.4415656482927,0.31426955176105065,41.3333333333333,0,0.015428090919254378,-0.016701418884211068,TRUE,TRUE,FALSE,TRUE,TRUE
150,2003,2003-01-01,5,2,0,0,0,2,1,No Allegations,No Allegations,Several,No Allegations,Increased/Worsening,0,14.7670536263267,4.3207499179370235,2633.2356077223762,2.4728163635904314,5607.95,2.6923985929827543,-0.4271647187140231,-0.49546095327191647,1,0.6714654846053727,1,0.6592068096461543,0.6621908356256321,-0.6902494823866823,-0.7597142856574545,-0.33322032688686265,-0.4476342836723497,Presidential democracy,1,0.4605,0.0602,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,68,327,0.20795107033639143,81.1273637701163,0.3465700521898559,42,0,0.023174704725212932,-0.0028401672357411,FALSE,FALSE,FALSE,FALSE,FALSE
150,2004,2004-01-01,1,0,0,0,0,1,0,No Allegations,No Allegations,No Allegations,No Allegations,Increased/Worsening,0,15.3662148911453,4.0574191709469725,2694.059492744287,2.309853506596041,5703.74,2.7321712611937645,-0.40801801238377744,-0.483466145734979,1,0.674095035615763,1,0.6592068096461543,0.6621908356256321,-0.6902494823866823,-0.7597142856574545,-0.33322032688686265,-0.4476342836723497,Presidential democracy,1,0.453,0.0619,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,68,327,0.20795107033639143,80.1044466155542,0.32705162595484455,NA,0,0.03092131853117148,0.01657117265441845,FALSE,FALSE,FALSE,FALSE,FALSE
150,2005,2005-01-01,2,0,0,2,0,0,0,No Allegations,Systematic,No Allegations,Systematic,No Allegations,0,15.6940509601953,2.133486166713138,2707.9746713904456,0.5165134134429907,5795.494,2.7532817208132565,-0.397855360768691,-0.47216413968587945,1,0.674095035615763,1,0.6592068096461543,0.6476653388310134,-0.6026747471450402,-0.7597142856574545,-0.33322032688686265,-0.4476342836723497,Presidential democracy,1,0.4517,0.0623,Spanish,Civil,2,0.8934249999999999,1,0.02,1,0.945,0,0,-0.3462452429070089,-0.5741374246938749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,69,324,0.21296296296296297,85.0219636540457,0.41869625326032744,NA,0,0.038667932337130034,0.041532600786267575,FALSE,TRUE,FALSE,TRUE,FALSE
155,1995,1995-01-01,6,1,2,1,0,0,2,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,No Allegations,0,115.108987852776,8.933295869452511,8051.486590059897,7.36958796804169,14296.613,4.7458794000186755,0.5613883690123974,0.16730567984020148,1,0.9687730413402065,1,0.9621159370954697,0.9005574756257334,0.21536213006511779,0.6688575230515102,0.382442927090531,1.3091529132938597,Presidential democracy,1,0.6567,0.0628,Spanish,Civil,3,0.8339500000000001,2,0.09,1,0.91,0,0,0.20140559093179905,0.04374238652480912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,1,0,0,1,77,323,0.23839009287925697,54.9671532770564,-0.25223626849964204,54,1,-0.03879820572245547,0.041672290343807275,FALSE,FALSE,FALSE,FALSE,FALSE
155,1996,1996-01-01,7,3,0,0,0,1,3,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,No Allegations,0,122.939756290644,6.802916595777492,8479.875278586182,5.320616059339393,14497.826,4.811694449133023,0.5930719717020019,0.17720361734828766,1,0.9687730413402065,1,0.9621159370954697,0.9005574756257334,0.21536213006511779,0.6688575230515102,0.382442927090531,1.3091529132938597,Presidential democracy,1,0.6789,0.0614,Spanish,Civil,3,0.8339500000000001,2,0.09,1,0.91,0,0,0.20140559093179905,0.04374238652480912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,1,0,0,1,76,325,0.23384615384615384,54.7679748031103,-0.2578202817719904,59.5,1,-0.031051591916496923,0.01668292430045021,FALSE,FALSE,FALSE,FALSE,FALSE
155,1997,1997-01-01,12,2,4,1,0,5,0,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,Routinely,0,132.071585918002,7.4278898078903675,8987.619521961424,5.987638104270521,14694.835,4.883344093145969,0.627564369478894,0.1867625455470248,1,0.966222165948605,1,0.9621159370954697,0.9005574756257334,0.21536213006511779,0.6688575230515102,0.382442927090531,1.3091529132938597,Presidential democracy,1,0.6993,0.0638,Spanish,Civil,3,0.8339500000000001,2,0.09,1,0.91,0,0,0.20140559093179905,0.04374238652480912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,1,76,328,0.23170731707317074,54.9466136045867,-0.2528111663255757,65,1,-0.02330497811053837,-0.002756353501217277,FALSE,FALSE,FALSE,FALSE,FALSE
